org,repo,pr_number,step,input_tokens,output_tokens,tier_used,dollars
heliosdrift,commerce-platform,2729,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2729,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2729,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2729,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2729,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2738,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,2738,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2738,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,2738,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,2738,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,2738,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2751,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2751,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2751,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2751,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2751,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2751,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2764,plan,2362,1136,base,0.024126
heliosdrift,commerce-platform,2764,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,2764,synthesize_diff,3396,2064,base,0.041148
heliosdrift,commerce-platform,2764,review,2464,1568,base,0.030912
heliosdrift,commerce-platform,2764,apply_fixes,2926,1850,base,0.036528
heliosdrift,commerce-platform,2764,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2743,plan,3817,1800,base,0.038451
heliosdrift,commerce-platform,2743,select_tools,990,240,base,0.00657
heliosdrift,commerce-platform,2743,synthesize_diff,4494,2236,base,0.047022
heliosdrift,commerce-platform,2743,review,3196,1900,base,0.038088
heliosdrift,commerce-platform,2743,apply_fixes,3833,1988,base,0.041319
heliosdrift,commerce-platform,2743,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2771,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,2771,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2771,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,2771,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,2771,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,2771,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2770,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,2770,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2770,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,2770,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,2770,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,2770,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2777,plan,3518,1800,base,0.037554
heliosdrift,commerce-platform,2777,select_tools,960,240,base,0.00648
heliosdrift,commerce-platform,2777,synthesize_diff,4248,2192,base,0.045624
heliosdrift,commerce-platform,2777,review,3032,1900,base,0.037596
heliosdrift,commerce-platform,2777,apply_fixes,3630,1952,base,0.04017
heliosdrift,commerce-platform,2777,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2810,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2810,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2810,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2810,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2810,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2810,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2811,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2811,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2811,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2811,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2811,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2811,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2813,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2813,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2813,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2813,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2813,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2813,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2821,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,2821,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2821,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,2821,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,2821,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,2821,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2817,plan,4676,1800,base,0.041028
heliosdrift,commerce-platform,2817,select_tools,1070,240,base,0.00681
heliosdrift,commerce-platform,2817,synthesize_diff,5118,2332,base,0.050334
heliosdrift,commerce-platform,2817,review,3612,1900,base,0.039336
heliosdrift,commerce-platform,2817,apply_fixes,4348,2064,base,0.044004
heliosdrift,commerce-platform,2817,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2737,plan,2956,1496,base,0.031308
heliosdrift,commerce-platform,2737,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,2737,synthesize_diff,3858,2132,base,0.043554
heliosdrift,commerce-platform,2737,review,2772,1748,base,0.034536
heliosdrift,commerce-platform,2737,apply_fixes,3308,1904,base,0.038484
heliosdrift,commerce-platform,2737,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2861,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,2861,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2861,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,2861,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,2861,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,2861,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2867,plan,3651,1800,base,0.037953
heliosdrift,commerce-platform,2867,select_tools,970,240,base,0.00651
heliosdrift,commerce-platform,2867,synthesize_diff,4332,2208,base,0.046116
heliosdrift,commerce-platform,2867,review,3088,1900,base,0.037764
heliosdrift,commerce-platform,2867,apply_fixes,3699,1966,base,0.040587
heliosdrift,commerce-platform,2867,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2869,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2869,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2869,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2869,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2869,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2869,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2815,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,2815,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,2815,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,2815,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,2815,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,2815,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2864,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,2864,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2864,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,2864,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,2864,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,2864,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2883,plan,3222,1648,base,0.034386
heliosdrift,commerce-platform,2883,select_tools,930,240,base,0.00639
heliosdrift,commerce-platform,2883,synthesize_diff,4020,2160,base,0.04446
heliosdrift,commerce-platform,2883,review,2880,1824,base,0.036
heliosdrift,commerce-platform,2883,apply_fixes,3442,1928,base,0.039246
heliosdrift,commerce-platform,2883,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2907,plan,4246,1800,base,0.039738
heliosdrift,commerce-platform,2907,select_tools,1030,240,base,0.00669
heliosdrift,commerce-platform,2907,synthesize_diff,4806,2284,base,0.048678
heliosdrift,commerce-platform,2907,review,3404,1900,base,0.038712
heliosdrift,commerce-platform,2907,apply_fixes,4090,2026,base,0.04266
heliosdrift,commerce-platform,2907,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2930,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,2930,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2930,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,2930,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,2930,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,2930,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2937,plan,2956,1496,base,0.031308
heliosdrift,commerce-platform,2937,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,2937,synthesize_diff,3858,2132,base,0.043554
heliosdrift,commerce-platform,2937,review,2772,1748,base,0.034536
heliosdrift,commerce-platform,2937,apply_fixes,3308,1904,base,0.038484
heliosdrift,commerce-platform,2937,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2931,plan,2958,1524,base,0.031734
heliosdrift,commerce-platform,2931,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,2931,synthesize_diff,3870,2140,base,0.04371
heliosdrift,commerce-platform,2931,review,2780,1762,base,0.03477
heliosdrift,commerce-platform,2931,apply_fixes,3318,1912,base,0.038634
heliosdrift,commerce-platform,2931,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2945,plan,3088,1564,base,0.032724
heliosdrift,commerce-platform,2945,select_tools,920,240,base,0.00636
heliosdrift,commerce-platform,2945,synthesize_diff,3936,2144,base,0.043968
heliosdrift,commerce-platform,2945,review,2824,1782,base,0.035202
heliosdrift,commerce-platform,2945,apply_fixes,3372,1914,base,0.038826
heliosdrift,commerce-platform,2945,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2947,plan,3254,1696,base,0.035202
heliosdrift,commerce-platform,2947,select_tools,940,240,base,0.00642
heliosdrift,commerce-platform,2947,synthesize_diff,4098,2172,base,0.044874
heliosdrift,commerce-platform,2947,review,2932,1848,base,0.036516
heliosdrift,commerce-platform,2947,apply_fixes,3506,1936,base,0.039558
heliosdrift,commerce-platform,2947,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2949,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,2949,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2949,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,2949,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,2949,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,2949,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2921,plan,2097,986,base,0.021081
heliosdrift,commerce-platform,2921,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,2921,synthesize_diff,3234,2036,base,0.040242
heliosdrift,commerce-platform,2921,review,2356,1492,base,0.029448
heliosdrift,commerce-platform,2921,apply_fixes,2793,1828,base,0.035799
heliosdrift,commerce-platform,2921,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2952,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2952,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2952,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2952,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2952,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2952,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2953,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,2953,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,2953,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,2953,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,2953,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,2953,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2956,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,2956,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2956,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,2956,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,2956,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,2956,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2961,plan,2526,1240,base,0.026178
heliosdrift,commerce-platform,2961,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,2961,synthesize_diff,3546,2084,base,0.041898
heliosdrift,commerce-platform,2961,review,2564,1620,base,0.031992
heliosdrift,commerce-platform,2961,apply_fixes,3050,1866,base,0.03714
heliosdrift,commerce-platform,2961,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2975,plan,2363,1150,base,0.024339
heliosdrift,commerce-platform,2975,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,2975,synthesize_diff,3402,2068,base,0.041226
heliosdrift,commerce-platform,2975,review,2468,1574,base,0.031014
heliosdrift,commerce-platform,2975,apply_fixes,2931,1854,base,0.036603
heliosdrift,commerce-platform,2975,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2973,plan,2262,1104,base,0.023346
heliosdrift,commerce-platform,2973,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,2973,synthesize_diff,3390,2060,base,0.04107
heliosdrift,commerce-platform,2973,review,2460,1552,base,0.03066
heliosdrift,commerce-platform,2973,apply_fixes,2922,1848,base,0.036486
heliosdrift,commerce-platform,2973,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2971,plan,4214,1800,base,0.039642
heliosdrift,commerce-platform,2971,select_tools,1020,240,base,0.00666
heliosdrift,commerce-platform,2971,synthesize_diff,4728,2272,base,0.048264
heliosdrift,commerce-platform,2971,review,3352,1900,base,0.038556
heliosdrift,commerce-platform,2971,apply_fixes,4026,2016,base,0.042318
heliosdrift,commerce-platform,2971,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2986,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,2986,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2986,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,2986,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,2986,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,2986,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2985,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,2985,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2985,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,2985,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,2985,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,2985,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2970,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,2970,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,2970,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,2970,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,2970,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,2970,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3002,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,3002,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,3002,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,3002,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,3002,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,3002,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,2997,plan,2824,1440,base,0.030072
heliosdrift,commerce-platform,2997,select_tools,900,240,base,0.0063
heliosdrift,commerce-platform,2997,synthesize_diff,3786,2124,base,0.043218
heliosdrift,commerce-platform,2997,review,2724,1720,base,0.033972
heliosdrift,commerce-platform,2997,apply_fixes,3248,1898,base,0.038214
heliosdrift,commerce-platform,2997,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3004,plan,2527,1254,base,0.026391
heliosdrift,commerce-platform,3004,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,3004,synthesize_diff,3552,2088,base,0.041976
heliosdrift,commerce-platform,3004,review,2568,1626,base,0.032094
heliosdrift,commerce-platform,3004,apply_fixes,3055,1870,base,0.037215
heliosdrift,commerce-platform,3004,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,3006,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,3006,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,3006,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,3006,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,3006,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,3006,summarize,1200,1000,base,0.0186
